UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,Total,NACIMIENTOS,POBLACION_FEMENINA_TOTAL,GESTANTES_ESPERADAS,Lat,Lon
10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,36834,347,13991,501,,
10102,AMAZONAS,CHACHAPOYAS,ASUNCION,265,5,134,9,-5.792363706,-77.62272206
10103,AMAZONAS,CHACHAPOYAS,BALSAS,1243,24,805,44,,
10104,AMAZONAS,CHACHAPOYAS,CHETO,654,11,291,14,,
10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,600,16,344,23,,
10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,1998,34,1008,58,,
10107,AMAZONAS,CHACHAPOYAS,GRANADA,496,8,182,9,,
10108,AMAZONAS,CHACHAPOYAS,HUANCAS,1330,14,630,25,,
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,4364,110,2764,170,,
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,3913,62,2027,96,,
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,819,14,427,26,,
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,894,19,383,27,,
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1469,23,486,31,,
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,2365,47,1280,71,,
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,497,14,279,22,,
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,403,7,171,10,,
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,805,17,392,22,,
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,295,9,167,9,,
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,598,13,328,23,,
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,1287,25,638,31,,
10121,AMAZONAS,CHACHAPOYAS,SONCHE,250,7,104,9,,
10201,AMAZONAS,BAGUA,BAGUA,29538,400,12516,593,,
10202,AMAZONAS,BAGUA,ARAMANGO,10733,204,5286,297,,
10203,AMAZONAS,BAGUA,COPALLIN,5040,104,3060,156,,
10204,AMAZONAS,BAGUA,EL PARCO,1306,23,714,42,,
10205,AMAZONAS,BAGUA,IMAZA,30997,650,12320,945,,
10206,AMAZONAS,BAGUA,LA PECA,6831,122,3907,185,,
10301,AMAZONAS,BONGARA,JUMBILLA,1372,23,817,33,,
10302,AMAZONAS,BONGARA,CHISQUILLA,306,6,166,9,,
10303,AMAZONAS,BONGARA,CHURUJA,284,7,127,12,,
10304,AMAZONAS,BONGARA,COROSHA,807,29,495,42,,
10305,AMAZONAS,BONGARA,CUISPES,690,21,442,34,,
10306,AMAZONAS,BONGARA,FLORIDA,6520,125,4208,188,,
10307,AMAZONAS,BONGARA,JAZAN,8190,129,4372,196,,
10308,AMAZONAS,BONGARA,RECTA,210,5,98,9,,
10309,AMAZONAS,BONGARA,SAN CARLOS,488,5,154,9,,
10310,AMAZONAS,BONGARA,SHIPASBAMBA,1639,19,852,34,,
10311,AMAZONAS,BONGARA,VALERA,897,15,604,26,,
10312,AMAZONAS,BONGARA,YAMBRASBAMBA,6013,196,4036,292,,
10401,AMAZONAS,CONDORCANQUI,NIEVA,22172,832,14153,1218,,
10402,AMAZONAS,CONDORCANQUI,EL CENEPA,12118,228,4860,344,,
10403,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,17506,580,8290,847,,
10501,AMAZONAS,LUYA,LAMUD,2359,23,1077,44,,
10502,AMAZONAS,LUYA,CAMPORREDONDO,7425,113,3431,174,,
10503,AMAZONAS,LUYA,COCABAMBA,2149,43,1203,69,,
10504,AMAZONAS,LUYA,COLCAMAR,2030,38,1085,64,,
10505,AMAZONAS,LUYA,CONILA,1974,37,992,54,,
10506,AMAZONAS,LUYA,INGUILPATA,488,13,284,20,,
10507,AMAZONAS,LUYA,LONGUITA,904,28,563,45,,
10508,AMAZONAS,LUYA,LONYA CHICO,865,16,483,25,,
10509,AMAZONAS,LUYA,LUYA,4184,85,2110,134,,
10510,AMAZONAS,LUYA,LUYA VIEJO,399,18,232,19,,
10511,AMAZONAS,LUYA,MARIA,784,18,455,37,,
10512,AMAZONAS,LUYA,OCALLI,3969,54,2038,91,,
10513,AMAZONAS,LUYA,OCUMAL,3817,71,1998,107,,
10514,AMAZONAS,LUYA,PISUQUIA,5278,111,2974,163,,
10515,AMAZONAS,LUYA,PROVIDENCIA,1429,35,742,52,,
10516,AMAZONAS,LUYA,SAN CRISTOBAL,556,19,330,23,,
10517,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,729,10,404,20,,
10518,AMAZONAS,LUYA,SAN JERONIMO,644,21,422,27,,
10519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,434,16,257,22,,
10520,AMAZONAS,LUYA,SANTA CATALINA,2110,47,924,69,,
10521,AMAZONAS,LUYA,SANTO TOMAS,3216,73,1705,116,,
10522,AMAZONAS,LUYA,TINGO,1362,20,660,37,,
10523,AMAZONAS,LUYA,TRITA,1447,32,678,54,,
10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,6275,69,2533,107,,
10602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,2735,34,1012,63,,
10603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,610,14,240,18,,
10604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,2731,28,1194,40,,
10605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,2528,44,1397,72,,
10606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,1689,15,771,31,,
10607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,1547,12,635,23,,
10608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,446,14,287,19,,
10609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,9770,203,4662,299,,
10610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,501,8,223,12,,
10611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,273,10,216,11,,
10612,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,3419,100,1867,148,,
10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,57381,874,26764,1289,,
10702,AMAZONAS,UTCUBAMBA,CAJARURO,25659,447,13835,662,,
10703,AMAZONAS,UTCUBAMBA,CUMBA,9068,133,4360,194,,
10704,AMAZONAS,UTCUBAMBA,EL MILAGRO,6561,104,3146,156,,
10705,AMAZONAS,UTCUBAMBA,JAMALCA,7482,150,4071,230,,
10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,11251,172,5038,257,,
10707,AMAZONAS,UTCUBAMBA,YAMON,3292,43,1399,69,,
20101,ANCASH,HUARAZ,HUARAZ,67795,905,32415,1214,,
20102,ANCASH,HUARAZ,COCHABAMBA,1777,48,1058,74,,
20103,ANCASH,HUARAZ,COLCABAMBA,321,20,405,25,,
20104,ANCASH,HUARAZ,HUANCHAY,1778,45,1206,67,,
20105,ANCASH,HUARAZ,INDEPENDENCIA,83982,1119,37832,1620,,
20106,ANCASH,HUARAZ,JANGAS,5175,82,2538,121,,
20107,ANCASH,HUARAZ,LA LIBERTAD,1149,25,607,36,,
20108,ANCASH,HUARAZ,OLLEROS,2567,38,1181,61,,
20109,ANCASH,HUARAZ,PAMPAS GRANDE,1053,18,622,27,,
20110,ANCASH,HUARAZ,PARIACOTO,5173,95,2373,133,,
20111,ANCASH,HUARAZ,PIRA,3639,64,1897,91,,
20112,ANCASH,HUARAZ,TARICA,7228,79,2970,121,,
20201,ANCASH,AIJA,AIJA,2222,41,981,60,,
20202,ANCASH,AIJA,CORIS,1758,47,1130,76,,
20203,ANCASH,AIJA,HUACLLAN,374,16,321,25,,
20204,ANCASH,AIJA,LA MERCED,1666,47,1164,71,,
20205,ANCASH,AIJA,SUCCHA,743,15,435,26,,
20301,ANCASH,ANTONIO RAIMONDI,LLAMELLIN,3571,78,1850,120,,
20302,ANCASH,ANTONIO RAIMONDI,ACZO,2067,46,1132,71,,
20303,ANCASH,ANTONIO RAIMONDI,CHACCHO,1447,29,884,52,,
20304,ANCASH,ANTONIO RAIMONDI,CHINGAS,1990,41,995,68,,
20305,ANCASH,ANTONIO RAIMONDI,MIRGAS,4405,130,2648,192,,
20306,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY,1234,36,817,56,,
20401,ANCASH,ASUNCION,CHACAS,4977,113,2770,167,,
20402,ANCASH,ASUNCION,ACOCHACA,3115,59,1653,90,,
20501,ANCASH,BOLOGNESI,CHIQUIAN,4156,55,1910,91,,
20502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,251,23,603,37,,
20503,ANCASH,BOLOGNESI,ANTONIO RAIMONDI,1041,11,548,23,,
20504,ANCASH,BOLOGNESI,AQUIA,2280,42,1291,63,,
20505,ANCASH,BOLOGNESI,CAJACAY,1887,34,815,58,,
20506,ANCASH,BOLOGNESI,CANIS,327,9,625,18,,
20507,ANCASH,BOLOGNESI,COLQUIOC,2575,59,1998,90,,
20508,ANCASH,BOLOGNESI,HUALLANCA,7027,147,4138,212,,
20509,ANCASH,BOLOGNESI,HUASTA,1535,42,1377,65,,
20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,1367,13,570,23,,
20511,ANCASH,BOLOGNESI,LA PRIMAVERA,473,15,476,22,,
20512,ANCASH,BOLOGNESI,MANGAS,506,12,304,20,,
20513,ANCASH,BOLOGNESI,PACLLON,967,23,874,42,,
20514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,511,24,629,38,,
20515,ANCASH,BOLOGNESI,TICLLOS,689,24,636,40,,
20601,ANCASH,CARHUAZ,CARHUAZ,16456,248,7717,359,,
20602,ANCASH,CARHUAZ,ACOPAMPA,2789,33,1367,58,,
20603,ANCASH,CARHUAZ,AMASHCA,1578,26,804,44,,
20604,ANCASH,CARHUAZ,ANTA,2605,59,1263,89,,
20605,ANCASH,CARHUAZ,ATAQUERO,1611,23,704,34,,
20606,ANCASH,CARHUAZ,MARCARA,10594,201,4723,290,,
20607,ANCASH,CARHUAZ,PARIAHUANCA,1468,27,818,47,,
20608,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,2557,52,1433,75,,
20609,ANCASH,CARHUAZ,SHILLA,3062,32,1663,54,,
20610,ANCASH,CARHUAZ,TINCO,3731,44,1665,75,,
20611,ANCASH,CARHUAZ,YUNGAR,3349,54,1757,87,,
20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,11472,284,6512,408,,
20702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,3438,97,1892,137,,
20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,4441,118,2778,171,,
20801,ANCASH,CASMA,CASMA,38730,636,16996,908,,
20802,ANCASH,CASMA,BUENA VISTA ALTA,5219,100,2073,139,,
20803,ANCASH,CASMA,COMANDANTE NOEL,2333,41,1050,67,,
20804,ANCASH,CASMA,YAUTAN,9026,190,4339,273,,
20901,ANCASH,CORONGO,CORONGO,1805,38,775,56,,
20902,ANCASH,CORONGO,ACO,390,11,241,16,,
20903,ANCASH,CORONGO,BAMBAS,474,12,282,15,,
20904,ANCASH,CORONGO,CUSCA,2931,64,1493,98,,
20905,ANCASH,CORONGO,LA PAMPA,1104,28,532,49,,
20906,ANCASH,CORONGO,YANAC,676,16,355,25,,
20907,ANCASH,CORONGO,YUPAN,735,9,519,19,,
21001,ANCASH,HUARI,HUARI,10016,145,5369,208,,
21002,ANCASH,HUARI,ANRA,1500,42,852,61,,
21003,ANCASH,HUARI,CAJAY,2788,54,1316,85,,
21004,ANCASH,HUARI,CHAVIN DE HUANTAR,8816,218,4646,317,,
21005,ANCASH,HUARI,HUACACHI,1923,36,958,58,,
21006,ANCASH,HUARI,HUACCHIS,1527,43,1055,72,,
21007,ANCASH,HUARI,HUACHIS,3712,71,1815,105,,
21008,ANCASH,HUARI,HUANTAR,2873,48,1543,78,,
21009,ANCASH,HUARI,MASIN,1486,24,866,41,,
21010,ANCASH,HUARI,PAUCAS,1678,57,948,87,,
21011,ANCASH,HUARI,PONTO,2909,57,1725,83,,
21012,ANCASH,HUARI,RAHUAPAMPA,743,12,414,25,,
21013,ANCASH,HUARI,RAPAYAN,1542,67,913,96,,
21014,ANCASH,HUARI,SAN MARCOS,19037,265,7492,386,,
21015,ANCASH,HUARI,SAN PEDRO DE CHANA,2753,78,1412,123,,
21016,ANCASH,HUARI,UCO,1392,43,837,58,,
21101,ANCASH,HUARMEY,HUARMEY,26659,417,12500,602,,
21102,ANCASH,HUARMEY,COCHAPETI,824,26,391,37,,
21103,ANCASH,HUARMEY,CULEBRAS,3455,70,1812,105,,
21104,ANCASH,HUARMEY,HUAYAN,989,27,540,41,,
21105,ANCASH,HUARMEY,MALVAS,807,18,500,30,,
21201,ANCASH,HUAYLAS,CARAZ,26919,509,13126,727,,
21202,ANCASH,HUAYLAS,HUALLANCA,1096,16,368,26,,
21203,ANCASH,HUAYLAS,HUATA,1448,38,871,64,,
21204,ANCASH,HUAYLAS,HUAYLAS,1755,24,781,34,,
21205,ANCASH,HUAYLAS,MATO,2027,33,1059,52,,
21206,ANCASH,HUAYLAS,PAMPAROMAS,8757,203,4703,297,,
21207,ANCASH,HUAYLAS,PUEBLO LIBRE,7109,163,3754,230,,
21208,ANCASH,HUAYLAS,SANTA CRUZ,4734,111,2588,163,,
21209,ANCASH,HUAYLAS,SANTO TORIBIO,1151,22,572,31,,
21210,ANCASH,HUAYLAS,YURACMARCA,2152,33,913,53,,
21301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,3271,53,1962,89,,
21302,ANCASH,MARISCAL LUZURIAGA,CASCA,4135,101,2340,147,,
21303,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,1412,39,705,60,,
21304,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,2086,79,1166,112,,
21305,ANCASH,MARISCAL LUZURIAGA,LLAMA,1073,25,630,44,,
21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,6394,152,3167,219,,
21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,2984,57,1627,83,,
21308,ANCASH,MARISCAL LUZURIAGA,MUSGA,1053,20,524,36,,
21401,ANCASH,OCROS,OCROS,1324,23,536,37,,
21402,ANCASH,OCROS,ACAS,708,19,524,29,,
21403,ANCASH,OCROS,CAJAMARQUILLA,314,11,297,22,,
21404,ANCASH,OCROS,CARHUAPAMPA,491,15,427,22,,
21405,ANCASH,OCROS,COCHAS,1572,39,732,61,,
21406,ANCASH,OCROS,CONGAS,1324,23,639,36,,
21407,ANCASH,OCROS,LLIPA,290,23,881,34,,
21408,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,451,12,326,15,,
21409,ANCASH,OCROS,SAN PEDRO,659,41,989,60,,
21410,ANCASH,OCROS,SANTIAGO DE CHILCAS,446,6,203,14,,
21501,ANCASH,PALLASCA,CABANA,2703,54,1428,86,,
21502,ANCASH,PALLASCA,BOLOGNESI,1095,26,666,51,,
21503,ANCASH,PALLASCA,CONCHUCOS,8084,224,4251,332,,
21504,ANCASH,PALLASCA,HUACASCHUQUE,549,20,297,38,,
21505,ANCASH,PALLASCA,HUANDOVAL,1110,21,601,37,,
21506,ANCASH,PALLASCA,LACABAMBA,529,17,304,27,,
21507,ANCASH,PALLASCA,LLAPO,629,22,369,37,,
21508,ANCASH,PALLASCA,PALLASCA,2592,56,1239,89,,
21509,ANCASH,PALLASCA,PAMPAS,4320,299,4374,433,,
21510,ANCASH,PALLASCA,SANTA ROSA,1169,17,554,27,,
21511,ANCASH,PALLASCA,TAUCA,2933,57,1630,87,,
21601,ANCASH,POMABAMBA,POMABAMBA,15217,313,8209,451,,
21602,ANCASH,POMABAMBA,HUAYLLAN,3227,64,1898,98,,
21603,ANCASH,POMABAMBA,PAROBAMBA,6551,139,3492,196,,
21604,ANCASH,POMABAMBA,QUINUABAMBA,2380,64,1248,102,,
21701,ANCASH,RECUAY,RECUAY,4740,73,2277,110,,
21702,ANCASH,RECUAY,CATAC,4186,77,2093,118,,
21703,ANCASH,RECUAY,COTAPARACO,424,15,340,25,,
21704,ANCASH,RECUAY,HUAYLLAPAMPA,643,22,672,36,,
21705,ANCASH,RECUAY,LLACLLIN,946,43,894,61,,
21706,ANCASH,RECUAY,MARCA,1722,15,523,29,,
21707,ANCASH,RECUAY,PAMPAS CHICO,966,22,1053,38,,
21708,ANCASH,RECUAY,PARARIN,1657,24,703,37,,
21709,ANCASH,RECUAY,TAPACOCHA,434,13,240,16,,
21710,ANCASH,RECUAY,TICAPAMPA,2774,35,1168,54,,
21801,ANCASH,SANTA,CHIMBOTE,222044,3261,110289,4670,,
21802,ANCASH,SANTA,CACERES DEL PERU,4950,91,2470,128,,
21803,ANCASH,SANTA,COISHCO,17266,262,7985,378,,
21804,ANCASH,SANTA,MACATE,3448,71,1756,103,,
21805,ANCASH,SANTA,MORO,8645,137,3942,197,,
21806,ANCASH,SANTA,NEPENA,14980,258,7872,377,,
21807,ANCASH,SANTA,SAMANCO,5123,69,2365,107,,
21808,ANCASH,SANTA,SANTA,22213,317,9955,455,,
21809,ANCASH,SANTA,NUEVO CHIMBOTE,170160,2551,76790,3641,,
21901,ANCASH,SIHUAS,SIHUAS,5796,104,2932,148,,
21902,ANCASH,SIHUAS,ACOBAMBA,1740,63,1101,93,,
21903,ANCASH,SIHUAS,ALFONSO UGARTE,559,23,399,38,,
21904,ANCASH,SIHUAS,CASHAPAMPA,3027,81,1484,120,,
21905,ANCASH,SIHUAS,CHINGALPO,958,35,540,56,,
21906,ANCASH,SIHUAS,HUAYLLABAMBA,3865,120,2032,170,,
21907,ANCASH,SIHUAS,QUICHES,2519,85,1493,121,,
21908,ANCASH,SIHUAS,RAGASH,2521,55,1315,89,,
21909,ANCASH,SIHUAS,SAN JUAN,6942,177,3303,253,,
21910,ANCASH,SIHUAS,SICSIBAMBA,1583,49,956,71,,
22001,ANCASH,YUNGAY,YUNGAY,22368,328,11133,476,,
22002,ANCASH,YUNGAY,CASCAPARA,1784,42,1139,67,,
22003,ANCASH,YUNGAY,MANCOS,7096,91,3538,128,,
22004,ANCASH,YUNGAY,MATACOTO,1540,16,826,29,,
22005,ANCASH,YUNGAY,QUILLO,13254,360,6838,525,,
22006,ANCASH,YUNGAY,RANRAHIRCA,2988,39,1362,58,,
22007,ANCASH,YUNGAY,SHUPLUY,2001,64,1244,96,,
22008,ANCASH,YUNGAY,YANAMA,5752,139,3481,201,,
30101,APURIMAC,ABANCAY,ABANCAY,73742,883,25693,1192,,
30102,APURIMAC,ABANCAY,CHACOCHE,1393,33,554,47,,
30103,APURIMAC,ABANCAY,CIRCA,1865,57,1166,82,,
30104,APURIMAC,ABANCAY,CURAHUASI,17323,363,8299,511,,
30105,APURIMAC,ABANCAY,HUANIPACA,3054,133,2174,186,,
30106,APURIMAC,ABANCAY,LAMBRAMA,3056,97,2493,132,,
30107,APURIMAC,ABANCAY,PICHIRHUA,2828,86,1854,125,,
30108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,2660,105,1746,140,,
30109,APURIMAC,ABANCAY,TAMBURCO,11564,148,4498,205,,
30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,45218,806,20179,1143,,
30202,APURIMAC,ANDAHUAYLAS,ANDARAPA,5721,143,2955,197,,
30203,APURIMAC,ANDAHUAYLAS,CHIARA,1193,30,652,44,,
30204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,5434,143,3358,204,,
30205,APURIMAC,ANDAHUAYLAS,HUANCARAY,3939,98,2166,136,,
30206,APURIMAC,ANDAHUAYLAS,HUAYANA,771,31,479,38,,
30207,APURIMAC,ANDAHUAYLAS,KISHUARA,6560,217,4323,310,,
30208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,3573,123,2231,171,,
30209,APURIMAC,ANDAHUAYLAS,PACUCHA,8585,200,4586,283,,
30210,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,2323,77,1300,107,,
30211,APURIMAC,ANDAHUAYLAS,POMACOCHA,879,34,476,38,,
30212,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,3029,66,1500,96,,
30213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,22592,562,12842,795,,
30214,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,1718,48,962,68,,
30215,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,8892,225,4433,313,,
30216,APURIMAC,ANDAHUAYLAS,TALAVERA,19572,374,8216,531,,
30217,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,1974,58,1140,87,,
30218,APURIMAC,ANDAHUAYLAS,TURPO,3789,86,1950,125,,
30219,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,1800,53,1347,74,,
30220,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,4334,70,1715,98,,
30301,APURIMAC,ANTABAMBA,ANTABAMBA,2904,78,1425,117,,
30302,APURIMAC,ANTABAMBA,EL ORO,552,13,250,15,,
30303,APURIMAC,ANTABAMBA,HUAQUIRCA,1953,36,717,53,,
30304,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,1767,62,944,87,,
30305,APURIMAC,ANTABAMBA,OROPESA,2443,88,1444,128,,
30306,APURIMAC,ANTABAMBA,PACHACONAS,1070,20,579,20,,
30307,APURIMAC,ANTABAMBA,SABAINO,1094,50,757,75,,
30401,APURIMAC,AYMARAES,CHALHUANCA,5157,87,2300,123,,
30402,APURIMAC,AYMARAES,CAPAYA,578,19,445,23,,
30403,APURIMAC,AYMARAES,CARAYBAMBA,940,42,688,60,,
30404,APURIMAC,AYMARAES,CHAPIMARCA,1909,55,993,75,,
30405,APURIMAC,AYMARAES,COLCABAMBA,673,24,441,29,,
30406,APURIMAC,AYMARAES,COTARUSE,2792,85,2369,125,,
30407,APURIMAC,AYMARAES,IHUAYLLO,441,18,337,22,,
30408,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,751,26,614,36,,
30409,APURIMAC,AYMARAES,LUCRE,1575,58,1007,82,,
30410,APURIMAC,AYMARAES,POCOHUANCA,1013,24,538,30,,
30411,APURIMAC,AYMARAES,SAN JUAN DE CHACNA,745,18,398,22,,
30412,APURIMAC,AYMARAES,SANAYCA,1107,30,675,45,,
30413,APURIMAC,AYMARAES,SORAYA,701,23,377,33,,
30414,APURIMAC,AYMARAES,TAPAIRIHUA,1929,62,1082,87,,
30415,APURIMAC,AYMARAES,TINTAY,2349,74,1480,107,,
30416,APURIMAC,AYMARAES,TORAYA,1254,41,922,58,,
30417,APURIMAC,AYMARAES,YANACA,954,32,550,40,,
30501,APURIMAC,COTABAMBAS,TAMBOBAMBA,11066,249,5323,356,,
30502,APURIMAC,COTABAMBAS,COTABAMBAS,4102,97,1945,133,,
30503,APURIMAC,COTABAMBAS,COYLLURQUI,7080,202,3970,287,,
30504,APURIMAC,COTABAMBAS,HAQUIRA,10068,275,5408,386,,
30505,APURIMAC,COTABAMBAS,MARA,6278,144,3053,197,,
30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,16168,245,4607,344,,
30601,APURIMAC,CHINCHEROS,CHINCHEROS,5616,156,3195,219,,
30602,APURIMAC,CHINCHEROS,ANCO HUALLO,10926,261,5767,374,,
30603,APURIMAC,CHINCHEROS,COCHARCAS,1812,73,1223,100,,
30604,APURIMAC,CHINCHEROS,HUACCANA,6971,197,4261,288,,
30605,APURIMAC,CHINCHEROS,OCOBAMBA,7200,175,3861,247,,
30606,APURIMAC,CHINCHEROS,ONGOY,2471,89,1669,149,,
30607,APURIMAC,CHINCHEROS,URANMARCA,2833,82,1633,120,,
30608,APURIMAC,CHINCHEROS,RANRACANCHA,4313,136,2431,190,,
30609,APURIMAC,CHINCHEROS,ROCCHACC,2849,113,1582,155,,
30610,APURIMAC,CHINCHEROS,EL PORVENIR,1812,87,964,91,,
30611,APURIMAC,CHINCHEROS,LOS CHANKAS,1052,40,590,40,,
30701,APURIMAC,GRAU,CHUQUIBAMBILLA,5328,134,2474,181,,
30702,APURIMAC,GRAU,CURPAHUASI,2018,68,1068,98,,
30703,APURIMAC,GRAU,MARISCAL GAMARRA,2833,89,1817,129,,
30704,APURIMAC,GRAU,HUAILLATI,1420,53,787,80,,
30705,APURIMAC,GRAU,MAMARA,853,20,453,26,,
30706,APURIMAC,GRAU,MICAELA BASTIDAS,943,34,763,47,,
30707,APURIMAC,GRAU,PATAYPAMPA,805,33,524,44,,
30708,APURIMAC,GRAU,PROGRESO,3215,99,1537,139,,
30709,APURIMAC,GRAU,SAN ANTONIO,266,14,170,19,,
30710,APURIMAC,GRAU,SANTA ROSA,533,10,326,12,,
30711,APURIMAC,GRAU,TURPAY,628,24,366,27,,
30712,APURIMAC,GRAU,VILCABAMBA,1319,36,647,47,,
30713,APURIMAC,GRAU,VIRUNDO,674,41,582,53,,
30714,APURIMAC,GRAU,CURASCO,1252,41,751,58,,
40101,AREQUIPA,AREQUIPA,AREQUIPA,60711,453,32860,588,-16.39293251,-71.52915885
40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,90161,860,48070,1615,-16.37965462,-71.52088355
40103,AREQUIPA,AREQUIPA,CAYMA,102189,1130,53591,1900,-16.38148175,-71.54529155
40104,AREQUIPA,AREQUIPA,CERRO COLORADO,210161,2366,87622,3345,-16.36388977,-71.55720655
40105,AREQUIPA,AREQUIPA,CHARACATO,14336,103,5505,156,,
40106,AREQUIPA,AREQUIPA,CHIGUATA,3235,54,1749,82,,
40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,53745,553,28358,1064,,
40108,AREQUIPA,AREQUIPA,LA JOYA,36616,550,17495,817,,
40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,65557,808,30365,1135,,
40110,AREQUIPA,AREQUIPA,MIRAFLORES,64560,613,28859,828,,
40111,AREQUIPA,AREQUIPA,MOLLEBAYA,5278,52,1083,63,,
40112,AREQUIPA,AREQUIPA,PAUCARPATA,139471,1884,73029,2700,-16.4328437,-71.50474724
40113,AREQUIPA,AREQUIPA,POCSI,500,5,343,12,,
40114,AREQUIPA,AREQUIPA,POLOBAYA,974,10,1065,26,,
40115,AREQUIPA,AREQUIPA,QUEQUENA,5173,35,817,37,,
40116,AREQUIPA,AREQUIPA,SABANDIA,4635,59,2434,98,,
40117,AREQUIPA,AREQUIPA,SACHACA,26226,251,11373,413,-16.41965659,-71.56249273
40118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,709,35,954,44,,
40119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,1569,44,1294,58,,
40120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,797,8,792,26,,
40121,AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,7003,122,3290,156,,
40122,AREQUIPA,AREQUIPA,SOCABAYA,80746,1096,46061,1479,-16.46731625,-71.5283195
40123,AREQUIPA,AREQUIPA,TIABAYA,17537,224,8760,295,,
40124,AREQUIPA,AREQUIPA,UCHUMAYO,15725,194,7381,303,,
40125,AREQUIPA,AREQUIPA,VITOR,4344,53,1357,64,,
40126,AREQUIPA,AREQUIPA,YANAHUARA,27783,156,15173,297,,
40127,AREQUIPA,AREQUIPA,YARABAMBA,1510,25,726,29,,
40128,AREQUIPA,AREQUIPA,YURA,36886,366,14476,585,,
40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,87469,859,44952,1309,-16.42626459,-71.52330539
